Date,Model,EECU (hours),Completed,EECU (hours/task),EECU (secs/task)
2025-02-02,eeMETRIC,5.0,74,0.06756756756756757,243.24324324324326
2025-02-01,eeMETRIC,4.9,119,0.0411764705882353,148.23529411764707
2025-01-31,eeMETRIC,5.1,52,0.09807692307692308,353.0769230769231
2025-01-30,eeMETRIC,5.0,89,0.056179775280898875,202.24719101123594
2025-01-29,eeMETRIC,4.9,180,0.027222222222222224,98.0
2025-01-28,eeMETRIC,5.2,63,0.08253968253968254,297.1428571428571
2025-01-27,eeMETRIC,5.1,50,0.102,367.2
2025-01-26,eeMETRIC,4.9,69,0.07101449275362319,255.6521739130435
2025-01-25,eeMETRIC,4.9,72,0.06805555555555556,245.00000000000003
2025-01-24,eeMETRIC,4.9,79,0.06202531645569621,223.29113924050634
2025-01-23,eeMETRIC,5.2,153,0.03398692810457517,122.35294117647061
2025-01-22,eeMETRIC,5.0,59,0.0847457627118644,305.08474576271186
2025-01-21,eeMETRIC,4.8,73,0.06575342465753424,236.71232876712327
2025-01-20,eeMETRIC,4.8,61,0.07868852459016393,283.27868852459017
2025-01-19,eeMETRIC,4.7,105,0.04476190476190477,161.14285714285717
2025-01-18,eeMETRIC,4.8,81,0.059259259259259255,213.33333333333331
2025-01-17,eeMETRIC,4.8,1,4.8,17280.0
2025-01-16,eeMETRIC,5.1,68,0.075,270.0
2025-01-15,eeMETRIC,5.1,51,0.09999999999999999,359.99999999999994
2025-01-14,eeMETRIC,4.8,86,0.05581395348837209,200.93023255813952
2025-01-13,eeMETRIC,4.9,48,0.10208333333333335,367.50000000000006
2025-01-12,eeMETRIC,4.8,124,0.03870967741935484,139.35483870967744
2025-01-11,eeMETRIC,5.0,60,0.08333333333333333,300.0
2025-01-10,eeMETRIC,5.0,62,0.08064516129032258,290.3225806451613
2025-01-09,eeMETRIC,5.0,138,0.036231884057971016,130.43478260869566
2025-01-08,eeMETRIC,5.1,101,0.05049504950495049,181.78217821782178
2025-01-07,eeMETRIC,5.2,51,0.10196078431372549,367.05882352941177
2025-01-06,eeMETRIC,5.1,61,0.08360655737704917,300.983606557377
2025-01-05,eeMETRIC,4.8,78,0.061538461538461535,221.53846153846152
2025-01-04,eeMETRIC,5.1,40,0.1275,459.0
2025-01-03,eeMETRIC,5.0,45,0.1111111111111111,400.0
2025-01-02,eeMETRIC,5.0,141,0.03546099290780142,127.65957446808511
2025-01-01,eeMETRIC,5.1,45,0.11333333333333333,408.0
2024-12-31,eeMETRIC,5.1,52,0.09807692307692308,353.0769230769231
2024-12-30,eeMETRIC,5.0,58,0.08620689655172414,310.3448275862069
2024-12-29,eeMETRIC,5.2,79,0.06582278481012659,236.9620253164557
2024-12-28,eeMETRIC,5.2,52,0.1,360.0
2024-12-27,eeMETRIC,5.7,47,0.12127659574468086,436.5957446808511
2024-12-26,eeMETRIC,5.0,47,0.10638297872340426,382.97872340425533
2024-12-25,eeMETRIC,5.1,80,0.06375,229.5
2024-12-24,eeMETRIC,5.2,80,0.065,234.0
2024-12-23,eeMETRIC,4.9,68,0.07205882352941177,259.4117647058824
2024-12-22,eeMETRIC,5.1,67,0.07611940298507462,274.02985074626866
2024-12-21,eeMETRIC,5.1,68,0.075,270.0
2024-12-20,eeMETRIC,5.3,71,0.07464788732394366,268.7323943661972
2024-12-19,eeMETRIC,5.2,149,0.034899328859060406,125.63758389261746
2024-12-18,eeMETRIC,5.2,74,0.07027027027027027,252.972972972973
2024-12-17,eeMETRIC,5.2,78,0.06666666666666667,240.0
2024-12-16,eeMETRIC,4.8,81,0.059259259259259255,213.33333333333331
2024-12-15,eeMETRIC,5.0,80,0.0625,225.0
2024-12-14,eeMETRIC,5.4,74,0.07297297297297298,262.7027027027027
2024-12-13,eeMETRIC,5.5,192,0.028645833333333332,103.125
2024-12-12,eeMETRIC,5.2,132,0.0393939393939394,141.81818181818184
2024-12-11,eeMETRIC,5.4,44,0.12272727272727274,441.81818181818187
2024-12-10,eeMETRIC,5.2,83,0.06265060240963856,225.54216867469881
2024-12-09,eeMETRIC,5.1,89,0.05730337078651685,206.29213483146066
2024-12-08,eeMETRIC,4.9,83,0.05903614457831326,212.53012048192772
2024-12-07,eeMETRIC,5.1,91,0.05604395604395604,201.75824175824175
2024-12-06,eeMETRIC,5.0,91,0.054945054945054944,197.8021978021978
2024-12-05,eeMETRIC,5.1,114,0.04473684210526316,161.05263157894737
2024-12-04,eeMETRIC,5.2,137,0.03795620437956204,136.64233576642334
2024-12-03,eeMETRIC,5.3,55,0.09636363636363636,346.9090909090909
2024-12-02,eeMETRIC,5.2,58,0.0896551724137931,322.7586206896552
2024-12-01,eeMETRIC,5.1,71,0.07183098591549296,258.59154929577466
2024-11-30,eeMETRIC,5.2,86,0.06046511627906977,217.67441860465115
2024-11-29,eeMETRIC,5.1,159,0.03207547169811321,115.47169811320755
2024-11-28,eeMETRIC,5.3,95,0.05578947368421053,200.8421052631579
2024-11-27,eeMETRIC,5.2,48,0.10833333333333334,390.0
2024-11-26,eeMETRIC,5.2,57,0.0912280701754386,328.42105263157896
2024-11-25,eeMETRIC,5.2,90,0.05777777777777778,208.00000000000003
2024-11-24,eeMETRIC,5.2,72,0.07222222222222223,260.0
2024-11-23,eeMETRIC,4.9,87,0.056321839080459776,202.7586206896552
2024-11-22,eeMETRIC,4.8,77,0.06233766233766234,224.41558441558442
2024-11-21,eeMETRIC,5.1,89,0.05730337078651685,206.29213483146066
2024-11-20,eeMETRIC,5.2,167,0.031137724550898204,112.09580838323353
2024-11-19,eeMETRIC,5.1,69,0.07391304347826086,266.08695652173907
2024-11-18,eeMETRIC,5.0,92,0.05434782608695652,195.65217391304347
2024-11-17,eeMETRIC,5.0,97,0.05154639175257732,185.56701030927834
2024-11-16,eeMETRIC,4.9,61,0.08032786885245902,289.1803278688525
2024-11-15,eeMETRIC,5.0,154,0.032467532467532464,116.88311688311687
2024-11-14,eeMETRIC,5.3,123,0.043089430894308944,155.1219512195122
2024-11-13,eeMETRIC,5.0,88,0.056818181818181816,204.54545454545453
2024-11-12,eeMETRIC,5.2,77,0.06753246753246754,243.11688311688314
2024-11-11,eeMETRIC,5.5,77,0.07142857142857142,257.1428571428571
2024-11-10,eeMETRIC,5.1,62,0.08225806451612902,296.12903225806446
2024-11-09,eeMETRIC,5.3,121,0.04380165289256198,157.6859504132231
2024-11-08,eeMETRIC,5.2,87,0.059770114942528735,215.17241379310346
2024-11-07,eeMETRIC,4.9,135,0.0362962962962963,130.66666666666669
2024-11-06,eeMETRIC,5.1,88,0.05795454545454545,208.63636363636363
2024-11-05,eeMETRIC,5.2,80,0.065,234.0
2024-11-04,eeMETRIC,4.9,80,0.061250000000000006,220.50000000000003
2024-11-03,eeMETRIC,5.1,82,0.062195121951219505,223.90243902439022
2024-11-02,eeMETRIC,5.1,98,0.05204081632653061,187.3469387755102
2024-11-01,eeMETRIC,5.0,121,0.04132231404958678,148.7603305785124
2024-10-31,eeMETRIC,5.1,155,0.03290322580645161,118.4516129032258
2024-10-30,eeMETRIC,5.1,173,0.029479768786127167,106.1271676300578
2024-10-29,eeMETRIC,5.0,98,0.05102040816326531,183.67346938775512
2024-10-28,eeMETRIC,5.0,83,0.060240963855421686,216.86746987951807
2024-10-27,eeMETRIC,4.8,86,0.05581395348837209,200.93023255813952
2024-10-26,eeMETRIC,5.2,94,0.055319148936170216,199.14893617021278
2024-10-25,eeMETRIC,5.0,85,0.058823529411764705,211.76470588235293
2024-10-24,eeMETRIC,5.1,57,0.08947368421052632,322.10526315789474
2024-10-23,eeMETRIC,5.3,255,0.020784313725490194,74.8235294117647
2024-10-22,eeMETRIC,5.0,101,0.04950495049504951,178.21782178217822
2024-10-21,eeMETRIC,4.8,44,0.10909090909090909,392.7272727272727
2024-10-20,eeMETRIC,4.9,121,0.04049586776859505,145.78512396694217
2024-10-19,eeMETRIC,4.9,74,0.06621621621621622,238.3783783783784
2024-10-18,eeMETRIC,5.1,90,0.056666666666666664,204.0
2024-10-17,eeMETRIC,5.0,193,0.025906735751295335,93.2642487046632
2024-10-16,eeMETRIC,5.2,90,0.05777777777777778,208.00000000000003
2024-10-15,eeMETRIC,5.1,95,0.053684210526315786,193.26315789473682
2024-10-14,eeMETRIC,5.1,91,0.05604395604395604,201.75824175824175
2024-10-13,eeMETRIC,5.1,85,0.06,216.0
2024-10-12,eeMETRIC,4.8,89,0.05393258426966292,194.1573033707865
2024-10-11,eeMETRIC,5.1,93,0.05483870967741935,197.41935483870967
2024-10-10,eeMETRIC,4.8,147,0.03265306122448979,117.55102040816325
2024-10-09,eeMETRIC,5.2,89,0.058426966292134834,210.3370786516854
2024-10-08,eeMETRIC,4.7,179,0.026256983240223464,94.52513966480447
2024-10-07,eeMETRIC,5.0,131,0.03816793893129771,137.40458015267177
2024-10-06,eeMETRIC,4.8,98,0.04897959183673469,176.32653061224488
2024-10-05,eeMETRIC,5.2,95,0.05473684210526316,197.05263157894737
2024-10-04,eeMETRIC,5.0,306,0.016339869281045753,58.82352941176471
2024-10-01,eeMETRIC,5.0,109,0.045871559633027525,165.1376146788991
2024-09-30,eeMETRIC,5.0,52,0.09615384615384616,346.1538461538462
2024-09-29,eeMETRIC,5.3,207,0.025603864734299518,92.17391304347827
2024-09-28,eeMETRIC,4.9,39,0.12564102564102564,452.3076923076923
2024-09-27,eeMETRIC,5.0,92,0.05434782608695652,195.65217391304347
2024-09-26,eeMETRIC,5.0,91,0.054945054945054944,197.8021978021978
2024-09-25,eeMETRIC,5.3,86,0.06162790697674418,221.86046511627904
2024-09-24,eeMETRIC,4.8,155,0.03096774193548387,111.48387096774194
2024-09-23,eeMETRIC,4.9,43,0.11395348837209303,410.2325581395349
2024-09-22,eeMETRIC,5.0,157,0.03184713375796178,114.64968152866243
2024-09-21,eeMETRIC,5.3,88,0.060227272727272727,216.8181818181818
2024-09-20,eeMETRIC,4.9,90,0.05444444444444445,196.0
2024-09-19,eeMETRIC,5.2,97,0.053608247422680416,192.9896907216495
2024-09-18,eeMETRIC,4.8,92,0.05217391304347826,187.82608695652172
2024-09-17,eeMETRIC,5.1,85,0.06,216.0
2024-09-16,eeMETRIC,5.1,114,0.04473684210526316,161.05263157894737
2024-09-15,eeMETRIC,5.3,217,0.024423963133640553,87.92626728110599
2024-09-14,eeMETRIC,5.4,93,0.05806451612903226,209.03225806451613
2024-09-13,eeMETRIC,5.5,90,0.06111111111111111,220.0
2024-09-12,eeMETRIC,5.4,91,0.059340659340659345,213.62637362637363
2024-09-11,eeMETRIC,5.2,86,0.06046511627906977,217.67441860465115
2024-09-10,eeMETRIC,5.1,86,0.059302325581395345,213.48837209302323
2024-09-09,eeMETRIC,5.0,106,0.04716981132075472,169.811320754717
2024-09-08,eeMETRIC,4.7,97,0.04845360824742268,174.43298969072166
2024-09-07,eeMETRIC,5.3,179,0.029608938547486034,106.59217877094972
2024-09-06,eeMETRIC,5.4,88,0.06136363636363637,220.90909090909093
2024-09-05,eeMETRIC,5.3,177,0.029943502824858755,107.79661016949152
2024-09-04,eeMETRIC,5.0,169,0.029585798816568046,106.50887573964496
2024-09-03,eeMETRIC,4.8,51,0.09411764705882353,338.8235294117647
2024-09-02,eeMETRIC,5.0,94,0.05319148936170213,191.48936170212767
2024-09-01,eeMETRIC,4.8,115,0.041739130434782605,150.26086956521738
2024-08-31,eeMETRIC,5.3,85,0.06235294117647058,224.4705882352941
2024-08-30,eeMETRIC,4.9,88,0.055681818181818186,200.45454545454547
2024-08-29,eeMETRIC,4.9,138,0.035507246376811595,127.82608695652175
2024-08-28,eeMETRIC,4.8,52,0.0923076923076923,332.30769230769226
2024-08-27,eeMETRIC,4.8,101,0.047524752475247525,171.0891089108911
2024-08-26,eeMETRIC,4.6,134,0.034328358208955224,123.58208955223881
2024-08-25,eeMETRIC,4.7,101,0.046534653465346534,167.5247524752475
2024-08-24,eeMETRIC,4.8,151,0.031788079470198675,114.43708609271523
2024-08-23,eeMETRIC,5.1,114,0.04473684210526316,161.05263157894737
2024-08-22,eeMETRIC,5.1,639,0.007981220657276994,28.732394366197177
2024-08-21,eeMETRIC,5.2,44,0.11818181818181818,425.45454545454544
2024-08-20,eeMETRIC,5.0,47,0.10638297872340426,382.97872340425533
2024-08-19,eeMETRIC,4.7,49,0.09591836734693877,345.3061224489796
2024-08-18,eeMETRIC,5.0,45,0.1111111111111111,400.0
2024-08-17,eeMETRIC,5.3,50,0.106,381.59999999999997
2024-08-16,eeMETRIC,5.6,96,0.05833333333333333,209.99999999999997
2024-08-14,eeMETRIC,5.2,40,0.13,468.0
2024-08-13,eeMETRIC,5.3,39,0.1358974358974359,489.23076923076917
2024-08-12,eeMETRIC,4.8,39,0.12307692307692307,443.07692307692304
2024-08-11,eeMETRIC,4.5,52,0.08653846153846154,311.53846153846155
2024-08-10,eeMETRIC,5.0,53,0.09433962264150944,339.622641509434
2024-08-09,eeMETRIC,5.3,100,0.053,190.79999999999998
2024-08-08,eeMETRIC,5.1,37,0.13783783783783782,496.21621621621614
2024-08-07,eeMETRIC,5.1,70,0.07285714285714286,262.2857142857143
2024-08-06,eeMETRIC,5.5,70,0.07857142857142857,282.85714285714283
2024-08-05,eeMETRIC,5.0,89,0.056179775280898875,202.24719101123594
2024-08-04,eeMETRIC,5.4,96,0.05625,202.5
2024-08-03,eeMETRIC,5.7,156,0.03653846153846154,131.53846153846155
2024-08-02,eeMETRIC,5.9,170,0.03470588235294118,124.94117647058823
2024-08-01,eeMETRIC,5.5,86,0.06395348837209303,230.2325581395349
2024-07-31,eeMETRIC,6.0,78,0.07692307692307693,276.92307692307696
2024-07-30,eeMETRIC,5.8,78,0.07435897435897436,267.6923076923077
2024-07-29,eeMETRIC,5.8,87,0.06666666666666667,240.0
2024-07-28,eeMETRIC,5.7,83,0.06867469879518072,247.2289156626506
2024-07-27,eeMETRIC,5.8,83,0.06987951807228915,251.56626506024094
2024-07-26,eeMETRIC,5.7,43,0.1325581395348837,477.20930232558135
2024-07-25,eeMETRIC,5.8,91,0.06373626373626373,229.45054945054943
2024-07-24,eeMETRIC,6.0,239,0.02510460251046025,90.3765690376569
2024-07-23,eeMETRIC,5.6,167,0.033532934131736525,120.71856287425149
2024-07-22,eeMETRIC,5.0,48,0.10416666666666667,375.0
2024-07-21,eeMETRIC,4.6,37,0.12432432432432432,447.56756756756755
2024-07-20,eeMETRIC,4.9,239,0.020502092050209208,73.80753138075315
2024-07-19,eeMETRIC,4.9,58,0.08448275862068966,304.1379310344828
2024-07-18,eeMETRIC,5.1,56,0.09107142857142857,327.85714285714283
2024-07-17,eeMETRIC,5.0,162,0.030864197530864196,111.1111111111111
2024-07-16,eeMETRIC,4.9,65,0.07538461538461538,271.38461538461536
2024-07-15,eeMETRIC,5.0,70,0.07142857142857142,257.1428571428571
2024-07-14,eeMETRIC,5.4,52,0.10384615384615385,373.84615384615387
2024-07-13,eeMETRIC,4.6,157,0.029299363057324838,105.47770700636941
2024-07-12,eeMETRIC,4.9,72,0.06805555555555556,245.00000000000003
2024-07-11,eeMETRIC,5.1,321,0.01588785046728972,57.19626168224299
2024-07-10,eeMETRIC,5.0,58,0.08620689655172414,310.3448275862069
2024-07-09,eeMETRIC,4.6,55,0.08363636363636363,301.09090909090907
2024-07-08,eeMETRIC,5.1,60,0.08499999999999999,306.0
2024-07-07,eeMETRIC,4.5,76,0.05921052631578947,213.15789473684208
2024-07-06,eeMETRIC,4.9,87,0.056321839080459776,202.7586206896552
2024-07-05,eeMETRIC,4.9,48,0.10208333333333335,367.50000000000006
2024-07-04,eeMETRIC,5.3,40,0.1325,477.0
2024-07-03,eeMETRIC,4.8,56,0.08571428571428572,308.57142857142856
2024-07-02,eeMETRIC,4.8,207,0.02318840579710145,83.47826086956522
2024-07-01,eeMETRIC,4.3,60,0.07166666666666667,258.0
2024-06-30,eeMETRIC,4.8,114,0.042105263157894736,151.57894736842104
2024-06-29,eeMETRIC,4.6,58,0.0793103448275862,285.5172413793103
2024-06-28,eeMETRIC,5.1,101,0.05049504950495049,181.78217821782178
2024-06-27,eeMETRIC,4.7,59,0.07966101694915255,286.7796610169492
2024-06-26,eeMETRIC,5.1,69,0.07391304347826086,266.08695652173907
2024-06-25,eeMETRIC,4.8,56,0.08571428571428572,308.57142857142856
2024-06-24,eeMETRIC,4.7,55,0.08545454545454546,307.6363636363637
2024-06-23,eeMETRIC,4.7,57,0.0824561403508772,296.8421052631579
2024-06-22,eeMETRIC,4.9,53,0.09245283018867925,332.8301886792453
2024-06-21,eeMETRIC,5.2,48,0.10833333333333334,390.0
2024-06-20,eeMETRIC,6.2,43,0.14418604651162792,519.0697674418606
2024-06-19,eeMETRIC,6.5,61,0.10655737704918032,383.60655737704917
2024-06-18,eeMETRIC,6.7,74,0.09054054054054055,325.94594594594594
2024-06-17,eeMETRIC,6.4,67,0.0955223880597015,343.8805970149254
2024-06-16,eeMETRIC,5.8,55,0.10545454545454545,379.6363636363636
2024-06-15,eeMETRIC,6.3,57,0.11052631578947368,397.89473684210526
2024-06-14,eeMETRIC,6.8,160,0.042499999999999996,153.0
2024-06-13,eeMETRIC,6.6,209,0.031578947368421054,113.6842105263158
2024-06-12,eeMETRIC,6.0,61,0.09836065573770492,354.0983606557377
2024-06-11,eeMETRIC,6.1,39,0.1564102564102564,563.0769230769231
2024-06-10,eeMETRIC,6.1,50,0.122,439.2
2024-06-09,eeMETRIC,6.7,50,0.134,482.40000000000003
2024-06-08,eeMETRIC,6.4,54,0.11851851851851852,426.6666666666667
2024-06-07,eeMETRIC,6.6,154,0.04285714285714286,154.28571428571428
2024-06-06,eeMETRIC,6.8,57,0.11929824561403508,429.4736842105263
2024-06-05,eeMETRIC,6.0,34,0.17647058823529413,635.2941176470589
2024-06-04,eeMETRIC,6.9,32,0.215625,776.25
2024-06-03,eeMETRIC,6.5,37,0.17567567567567569,632.4324324324325
2024-06-02,eeMETRIC,6.5,27,0.24074074074074073,866.6666666666666
2024-06-01,eeMETRIC,6.6,44,0.15,540.0
2024-05-31,eeMETRIC,5.8,39,0.14871794871794872,535.3846153846154
2024-05-30,eeMETRIC,6.4,55,0.11636363636363636,418.90909090909093
2024-05-29,eeMETRIC,6.2,25,0.248,892.8
2024-05-28,eeMETRIC,6.0,25,0.24,864.0
2024-05-27,eeMETRIC,5.7,47,0.12127659574468086,436.5957446808511
2024-05-26,eeMETRIC,5.4,36,0.15000000000000002,540.0000000000001
2024-05-25,eeMETRIC,5.8,52,0.11153846153846153,401.5384615384615
2024-05-24,eeMETRIC,5.8,48,0.12083333333333333,435.0
2024-05-23,eeMETRIC,5.9,58,0.10172413793103449,366.2068965517242
2024-05-22,eeMETRIC,5.7,140,0.04071428571428572,146.57142857142858
2024-05-21,eeMETRIC,6.0,36,0.16666666666666666,600.0
2024-05-20,eeMETRIC,6.2,25,0.248,892.8
2024-05-19,eeMETRIC,5.8,60,0.09666666666666666,348.0
2024-05-18,eeMETRIC,6.3,112,0.05625,202.5
2024-05-17,eeMETRIC,5.8,57,0.10175438596491228,366.3157894736842
2024-05-16,eeMETRIC,7.0,43,0.16279069767441862,586.046511627907
2024-05-15,eeMETRIC,6.1,38,0.16052631578947368,577.8947368421053
2024-05-14,eeMETRIC,6.1,141,0.04326241134751773,155.74468085106383
2024-05-13,eeMETRIC,6.1,42,0.14523809523809522,522.8571428571428
2024-05-12,eeMETRIC,6.4,30,0.21333333333333335,768.0
2024-05-11,eeMETRIC,5.5,28,0.19642857142857142,707.1428571428571
2024-05-10,eeMETRIC,7.2,39,0.18461538461538463,664.6153846153846
2024-05-09,eeMETRIC,6.8,46,0.14782608695652175,532.1739130434783
2024-05-08,eeMETRIC,6.5,36,0.18055555555555555,650.0
2024-05-07,eeMETRIC,7.0,36,0.19444444444444445,700.0
2024-05-06,eeMETRIC,6.7,30,0.22333333333333333,804.0
2024-05-05,eeMETRIC,6.6,42,0.15714285714285714,565.7142857142857
2024-05-04,eeMETRIC,6.5,48,0.13541666666666666,487.49999999999994
2024-05-03,eeMETRIC,6.2,38,0.1631578947368421,587.3684210526316
2024-05-02,eeMETRIC,7.0,43,0.16279069767441862,586.046511627907
2024-05-01,eeMETRIC,6.6,92,0.07173913043478261,258.2608695652174
2024-04-30,eeMETRIC,6.6,47,0.1404255319148936,505.53191489361694
2024-04-29,eeMETRIC,6.6,48,0.13749999999999998,494.99999999999994
2024-04-28,eeMETRIC,6.5,80,0.08125,292.5
2024-04-27,eeMETRIC,6.6,62,0.1064516129032258,383.22580645161287
2024-04-26,eeMETRIC,6.5,43,0.1511627906976744,544.1860465116279
2024-04-25,eeMETRIC,6.1,44,0.13863636363636364,499.0909090909091
2024-04-24,eeMETRIC,6.2,43,0.14418604651162792,519.0697674418606
2024-04-23,eeMETRIC,6.2,37,0.16756756756756758,603.2432432432432
2024-04-22,eeMETRIC,6.6,29,0.2275862068965517,819.3103448275862
2024-04-21,eeMETRIC,6.3,65,0.09692307692307692,348.9230769230769
2024-04-20,eeMETRIC,6.4,117,0.0547008547008547,196.92307692307693
2024-04-19,eeMETRIC,6.6,66,0.09999999999999999,359.99999999999994
2024-04-18,eeMETRIC,6.4,28,0.2285714285714286,822.8571428571429
2024-04-17,eeMETRIC,6.7,110,0.06090909090909091,219.27272727272728
2024-04-16,eeMETRIC,6.6,50,0.132,475.20000000000005
2024-04-15,eeMETRIC,5.9,11,0.5363636363636364,1930.909090909091
2024-04-14,eeMETRIC,6.0,32,0.1875,675.0
2024-04-13,eeMETRIC,6.4,49,0.1306122448979592,470.20408163265313
2024-04-12,eeMETRIC,6.4,43,0.14883720930232558,535.8139534883721
2024-04-11,eeMETRIC,6.5,74,0.08783783783783784,316.21621621621625
2024-04-10,eeMETRIC,6.4,43,0.14883720930232558,535.8139534883721
2024-04-09,eeMETRIC,6.1,36,0.16944444444444443,609.9999999999999
2024-04-08,eeMETRIC,6.3,30,0.21,756.0
2024-04-07,eeMETRIC,6.1,13,0.46923076923076923,1689.2307692307693
2024-04-06,eeMETRIC,6.5,167,0.038922155688622756,140.11976047904193
2024-04-05,eeMETRIC,6.5,110,0.05909090909090909,212.72727272727272
2024-04-04,eeMETRIC,6.5,49,0.1326530612244898,477.5510204081633
2024-04-03,eeMETRIC,6.7,57,0.11754385964912281,423.15789473684214
2024-04-02,eeMETRIC,7.1,34,0.20882352941176469,751.7647058823528
2024-04-01,eeMETRIC,5.9,39,0.1512820512820513,544.6153846153846
2024-03-31,eeMETRIC,6.2,25,0.248,892.8
2024-03-30,eeMETRIC,6.3,19,0.33157894736842103,1193.6842105263156
2024-03-29,eeMETRIC,6.2,40,0.155,558.0
2024-03-28,eeMETRIC,6.4,305,0.02098360655737705,75.54098360655738
2024-03-27,eeMETRIC,6.3,15,0.42,1512.0
2024-03-26,eeMETRIC,6.1,19,0.32105263157894737,1155.7894736842106
2024-03-25,eeMETRIC,6.300000000000001,88,0.0715909090909091,257.72727272727275
2024-03-24,eeMETRIC,6.05,57,0.10614035087719298,382.10526315789474
2024-03-23,eeMETRIC,6.7,299,0.022408026755852843,80.66889632107024
2024-03-21,eeMETRIC,6.25,124,0.05040322580645161,181.4516129032258
2024-03-20,eeMETRIC,5.55,54,0.10277777777777777,370.0
2024-03-19,eeMETRIC,6.1,96,0.06354166666666666,228.75
2024-03-18,eeMETRIC,6.1,381,0.016010498687664042,57.63779527559055
2024-03-17,eeMETRIC,5.8,16,0.3625,1305.0
2024-03-16,eeMETRIC,5.8,24,0.24166666666666667,870.0
2024-03-15,eeMETRIC,6.5,125,0.052,187.2
2024-03-14,eeMETRIC,6.2,58,0.10689655172413794,384.82758620689657
2024-03-13,eeMETRIC,5.8,54,0.10740740740740741,386.6666666666667
2024-03-11,eeMETRIC,6.300000000000001,44,0.1431818181818182,515.4545454545455
2024-03-10,eeMETRIC,6.2,26,0.23846153846153847,858.4615384615385
2024-03-09,eeMETRIC,5.4,132,0.04090909090909091,147.27272727272728
2024-03-08,eeMETRIC,4.9,11,0.4454545454545455,1603.6363636363637
2024-03-07,eeMETRIC,6.1,58,0.10517241379310344,378.6206896551724
2024-03-06,eeMETRIC,7.0,10,0.7,2520.0
2024-03-05,eeMETRIC,6.35,89,0.07134831460674157,256.85393258426967
2024-03-04,eeMETRIC,5.9,69,0.0855072463768116,307.82608695652175
2024-03-03,eeMETRIC,6.449999999999999,62,0.10403225806451612,374.51612903225805
2024-03-02,eeMETRIC,6.15,502,0.012250996015936256,44.10358565737052
2024-03-01,eeMETRIC,5.949999999999999,98,0.06071428571428571,218.57142857142856
2024-02-29,eeMETRIC,6.45,4,1.6125,5805.0
2024-02-27,eeMETRIC,8.3,2,4.15,14940.000000000002
2024-02-26,eeMETRIC,5.800000000000001,14,0.4142857142857143,1491.4285714285716
2024-02-25,eeMETRIC,5.949999999999999,31,0.19193548387096773,690.9677419354838
2024-02-24,eeMETRIC,6.199999999999999,97,0.06391752577319587,230.10309278350513
2024-02-23,eeMETRIC,6.3,74,0.08513513513513513,306.48648648648646
2024-02-22,eeMETRIC,6.1,112,0.05446428571428571,196.07142857142856
2024-02-21,eeMETRIC,5.95,43,0.13837209302325582,498.13953488372096
2024-02-20,eeMETRIC,6.050000000000001,87,0.06954022988505748,250.34482758620692
2024-02-19,eeMETRIC,6.6,90,0.07333333333333333,264.0
2024-02-18,eeMETRIC,6.1,42,0.14523809523809522,522.8571428571428
2024-02-17,eeMETRIC,6.550000000000001,566,0.011572438162544172,41.660777385159015
2024-02-16,eeMETRIC,6.3,462,0.013636363636363636,49.090909090909086
2024-02-15,eeMETRIC,6.4,446,0.014349775784753363,51.65919282511211
2024-02-14,eeMETRIC,6.05,273,0.022161172161172162,79.78021978021978
2024-02-13,eeMETRIC,6.4,27,0.23703703703703705,853.3333333333334
2024-02-12,eeMETRIC,6.4,44,0.14545454545454548,523.6363636363637
2024-02-11,eeMETRIC,6.1,41,0.14878048780487804,535.609756097561
2024-02-10,eeMETRIC,6.0,29,0.20689655172413793,744.8275862068965
2024-02-09,eeMETRIC,6.2,175,0.03542857142857143,127.54285714285714
2024-02-08,eeMETRIC,6.2,15,0.41333333333333333,1488.0
2024-02-07,eeMETRIC,6.6,38,0.17368421052631577,625.2631578947368
2024-02-06,eeMETRIC,6.9,187,0.03689839572192514,132.8342245989305
2024-02-01,eeMETRIC,6.1,95,0.06421052631578947,231.15789473684208
2024-01-31,eeMETRIC,6.6,67,0.09850746268656715,354.6268656716418
2024-01-30,eeMETRIC,6.5,32,0.203125,731.25
2024-01-29,eeMETRIC,7.1,46,0.15434782608695652,555.6521739130435
2024-01-28,eeMETRIC,6.5,65,0.1,360.0
2024-01-27,eeMETRIC,6.2,11,0.5636363636363636,2029.090909090909
2024-01-26,eeMETRIC,6.5,42,0.15476190476190477,557.1428571428571
2024-01-25,eeMETRIC,6.7,130,0.05153846153846154,185.53846153846155
2024-01-24,eeMETRIC,7.0,89,0.07865168539325842,283.14606741573033
2024-01-23,eeMETRIC,6.7,44,0.15227272727272728,548.1818181818182
2024-01-22,eeMETRIC,7.0,50,0.14,504.00000000000006
2024-01-21,eeMETRIC,7.2,44,0.16363636363636364,589.0909090909091
2024-01-20,eeMETRIC,6.9,34,0.20294117647058824,730.5882352941177
2024-01-19,eeMETRIC,6.4,36,0.17777777777777778,640.0
2024-01-18,eeMETRIC,6.8,38,0.17894736842105263,644.2105263157895
2024-01-17,eeMETRIC,7.2,68,0.10588235294117647,381.1764705882353
2024-01-16,eeMETRIC,6.7,7,0.9571428571428572,3445.714285714286
2024-01-15,eeMETRIC,7.0,30,0.23333333333333334,840.0
2024-01-14,eeMETRIC,6.6,36,0.18333333333333332,660.0
2024-01-13,eeMETRIC,6.3,42,0.15,540.0
2024-01-12,eeMETRIC,6.5,80,0.08125,292.5
